Feature,Duration,SHAP_value,Type
Radial Distance from Sun,460,0.08731513,OBS_R
Electronic Box Temperature,460,0.13126774,OBS_R
In Board Sensor Temperature,460,0.041443422,OBS_R
Out Board Sensor minus In Board Sensor Temp.,460,0.059132006,OBS_R
Heater Dutycycle,460,0.028132517,OBS_R
Search Coil Magnetometer's Temperature,460,0.09620323,OBS_R
Solar Array's Angle,460,0.015953116,OBS_R
High Gain Antenna Azimuth,460,0.10897209,OBS_R
High Gain Antenna Elevation,460,0.3821717,OBS_R
Radial Distance from Sun,470,0.075537354,OBS_R
Electronic Box Temperature,470,0.124400154,OBS_R
Out Board Sensor Temperature,470,0.031849287,OBS_R
In Board Sensor Temperature,470,0.052369025,OBS_R
Out Board Sensor minus In Board Sensor Temp.,470,0.047269426,OBS_R
Heater Dutycycle,470,0.026398644,OBS_R
Search Coil Magnetometer's Temperature,470,0.12309062,OBS_R
Solar Array's Angle,470,0.01764429,OBS_R
High Gain Antenna Azimuth,470,0.11724918,OBS_R
High Gain Antenna Elevation,470,0.38419193,OBS_R
Radial Distance from Sun,480,0.084317476,OBS_R
Electronic Box Temperature,480,0.13058992,OBS_R
In Board Sensor Temperature,480,0.043604817,OBS_R
Out Board Sensor minus In Board Sensor Temp.,480,0.06064118,OBS_R
Heater Dutycycle,480,0.035167243,OBS_R
Search Coil Magnetometer's Temperature,480,0.10076345,OBS_R
Solar Array's Angle,480,0.020600313,OBS_R
High Gain Antenna Azimuth,480,0.0975421,OBS_R
High Gain Antenna Elevation,480,0.37331563,OBS_R
Radial Distance from Sun,490,0.080749445,OBS_R
Electronic Box Temperature,490,0.1276229,OBS_R
Out Board Sensor Temperature,490,0.043642934,OBS_R
In Board Sensor Temperature,490,0.037401285,OBS_R
Out Board Sensor minus In Board Sensor Temp.,490,0.043951046,OBS_R
Heater Dutycycle,490,0.032870296,OBS_R
Search Coil Magnetometer's Temperature,490,0.117992036,OBS_R
High Gain Antenna Azimuth,490,0.092388324,OBS_R
High Gain Antenna Elevation,490,0.36676562,OBS_R
Radial Distance from Sun,500,0.086821556,OBS_R
Electronic Box Temperature,500,0.09755375,OBS_R
In Board Sensor Temperature,500,0.055632174,OBS_R
Out Board Sensor minus In Board Sensor Temp.,500,0.05305936,OBS_R
Heater Dutycycle,500,0.044661958,OBS_R
Search Coil Magnetometer's Temperature,500,0.08931245,OBS_R
Solar Array's Angle,500,0.028985415,OBS_R
High Gain Antenna Azimuth,500,0.10770546,OBS_R
High Gain Antenna Elevation,500,0.3790498,OBS_R
Radial Distance from Sun,510,0.098649696,OBS_R
Electronic Box Temperature,510,0.10537811,OBS_R
In Board Sensor Temperature,510,0.054309674,OBS_R
Out Board Sensor minus In Board Sensor Temp.,510,0.045803327,OBS_R
Heater Dutycycle,510,0.04542576,OBS_R
Search Coil Magnetometer's Temperature,510,0.10250548,OBS_R
Solar Array's Angle,510,0.026205838,OBS_R
High Gain Antenna Azimuth,510,0.07856047,OBS_R
High Gain Antenna Elevation,510,0.3874584,OBS_R
Radial Distance from Sun,520,0.09147097,OBS_R
Electronic Box Temperature,520,0.104029745,OBS_R
Out Board Sensor Temperature,520,0.047243312,OBS_R
In Board Sensor Temperature,520,0.03092115,OBS_R
Out Board Sensor minus In Board Sensor Temp.,520,0.055306002,OBS_R
Heater Dutycycle,520,0.03691702,OBS_R
Search Coil Magnetometer's Temperature,520,0.1094275,OBS_R
High Gain Antenna Azimuth,520,0.08973735,OBS_R
High Gain Antenna Elevation,520,0.3742777,OBS_R
Radial Distance from Sun,530,0.09028594,OBS_R
Electronic Box Temperature,530,0.11172915,OBS_R
In Board Sensor Temperature,530,0.042099502,OBS_R
Out Board Sensor minus In Board Sensor Temp.,530,0.04914929,OBS_R
Heater Dutycycle,530,0.06217807,OBS_R
Search Coil Magnetometer's Temperature,530,0.10216375,OBS_R
Solar Array's Angle,530,0.030575458,OBS_R
High Gain Antenna Azimuth,530,0.08642099,OBS_R
High Gain Antenna Elevation,530,0.36767617,OBS_R
Radial Distance from Sun,540,0.086854264,OBS_R
Electronic Box Temperature,540,0.104031995,OBS_R
Out Board Sensor Temperature,540,0.04218831,OBS_R
In Board Sensor Temperature,540,0.039068416,OBS_R
Heater Dutycycle,540,0.07286849,OBS_R
Search Coil Magnetometer's Temperature,540,0.11653191,OBS_R
Solar Array's Angle,540,0.025739811,OBS_R
High Gain Antenna Azimuth,540,0.0896526,OBS_R
High Gain Antenna Elevation,540,0.35983008,OBS_R
Radial Distance from Sun,600,0.112186916,OBS_R
Electronic Box Temperature,600,0.102215484,OBS_R
Out Board Sensor Temperature,600,0.042550325,OBS_R
In Board Sensor Temperature,600,0.02598281,OBS_R
Out Board Sensor minus In Board Sensor Temp.,600,0.05273203,OBS_R
Heater Dutycycle,600,0.068834126,OBS_R
Search Coil Magnetometer's Temperature,600,0.11218511,OBS_R
High Gain Antenna Azimuth,600,0.08557265,OBS_R
High Gain Antenna Elevation,600,0.32983506,OBS_R
Radial Distance from Sun,610,0.092633575,OBS_R
Electronic Box Temperature,610,0.101535104,OBS_R
In Board Sensor Temperature,610,0.04358412,OBS_R
Out Board Sensor minus In Board Sensor Temp.,610,0.05166307,OBS_R
Heater Dutycycle,610,0.06896197,OBS_R
Search Coil Magnetometer's Temperature,610,0.1175046,OBS_R
Solar Array's Angle,610,0.016188804,OBS_R
High Gain Antenna Azimuth,610,0.084170654,OBS_R
High Gain Antenna Elevation,610,0.35159984,OBS_R
Radial Distance from Sun,620,0.097019024,OBS_R
Electronic Box Temperature,620,0.09868467,OBS_R
In Board Sensor Temperature,620,0.05118327,OBS_R
Out Board Sensor minus In Board Sensor Temp.,620,0.05221074,OBS_R
Heater Dutycycle,620,0.07892975,OBS_R
Search Coil Magnetometer's Temperature,620,0.106813736,OBS_R
Solar Array's Angle,620,0.018069113,OBS_R
High Gain Antenna Azimuth,620,0.07457017,OBS_R
High Gain Antenna Elevation,620,0.35025868,OBS_R
Radial Distance from Sun,630,0.08996414,OBS_R
Electronic Box Temperature,630,0.098156616,OBS_R
In Board Sensor Temperature,630,0.049423177,OBS_R
Out Board Sensor minus In Board Sensor Temp.,630,0.03893176,OBS_R
Heater Dutycycle,630,0.09970657,OBS_R
Search Coil Magnetometer's Temperature,630,0.10608717,OBS_R
Solar Array's Angle,630,0.022606654,OBS_R
High Gain Antenna Azimuth,630,0.066117115,OBS_R
High Gain Antenna Elevation,630,0.35356888,OBS_R
Radial Distance from Sun,640,0.0761499,OBS_R
Electronic Box Temperature,640,0.119811796,OBS_R
In Board Sensor Temperature,640,0.057641502,OBS_R
Out Board Sensor minus In Board Sensor Temp.,640,0.06595819,OBS_R
Heater Dutycycle,640,0.06913583,OBS_R
Search Coil Magnetometer's Temperature,640,0.117427684,OBS_R
Solar Array's Angle,640,0.0134527525,OBS_R
High Gain Antenna Azimuth,640,0.07193098,OBS_R
High Gain Antenna Elevation,640,0.33650818,OBS_R
Radial Distance from Sun,650,0.08371175,OBS_R
Electronic Box Temperature,650,0.09535002,OBS_R
In Board Sensor Temperature,650,0.04425228,OBS_R
Out Board Sensor minus In Board Sensor Temp.,650,0.055028345,OBS_R
Heater Dutycycle,650,0.09943499,OBS_R
Search Coil Magnetometer's Temperature,650,0.107927695,OBS_R
Solar Array's Angle,650,0.012571247,OBS_R
High Gain Antenna Azimuth,650,0.086385705,OBS_R
High Gain Antenna Elevation,650,0.3360889,OBS_R
Radial Distance from Sun,660,0.085012555,OBS_R
Electronic Box Temperature,660,0.10643189,OBS_R
In Board Sensor Temperature,660,0.046087667,OBS_R
Out Board Sensor minus In Board Sensor Temp.,660,0.051818304,OBS_R
Heater Dutycycle,660,0.08626171,OBS_R
Search Coil Magnetometer's Temperature,660,0.11341707,OBS_R
Solar Array's Angle,660,0.013325569,OBS_R
High Gain Antenna Azimuth,660,0.07898256,OBS_R
High Gain Antenna Elevation,660,0.34540188,OBS_R
Radial Distance from Sun,670,0.081418164,OBS_R
Electronic Box Temperature,670,0.09892115,OBS_R
In Board Sensor Temperature,670,0.049043555,OBS_R
Out Board Sensor minus In Board Sensor Temp.,670,0.04967643,OBS_R
Heater Dutycycle,670,0.089985244,OBS_R
Search Coil Magnetometer's Temperature,670,0.10261713,OBS_R
Solar Array's Angle,670,0.019419935,OBS_R
High Gain Antenna Azimuth,670,0.07517775,OBS_R
High Gain Antenna Elevation,670,0.35646993,OBS_R
Radial Distance from Sun,680,0.081725,OBS_R
Electronic Box Temperature,680,0.10640425,OBS_R
In Board Sensor Temperature,680,0.037506558,OBS_R
Out Board Sensor minus In Board Sensor Temp.,680,0.046306454,OBS_R
Heater Dutycycle,680,0.1269404,OBS_R
Search Coil Magnetometer's Temperature,680,0.108204745,OBS_R
Solar Array's Angle,680,0.016926643,OBS_R
High Gain Antenna Azimuth,680,0.05972985,OBS_R
High Gain Antenna Elevation,680,0.33801776,OBS_R
Radial Distance from Sun,690,0.08673697,OBS_R
Electronic Box Temperature,690,0.10513959,OBS_R
In Board Sensor Temperature,690,0.045502055,OBS_R
Out Board Sensor minus In Board Sensor Temp.,690,0.05190403,OBS_R
Heater Dutycycle,690,0.11677842,OBS_R
Search Coil Magnetometer's Temperature,690,0.105684,OBS_R
Solar Array's Angle,690,0.015451748,OBS_R
High Gain Antenna Azimuth,690,0.073139794,OBS_R
High Gain Antenna Elevation,690,0.32393825,OBS_R
Radial Distance from Sun,700,0.08226996,OBS_R
Electronic Box Temperature,700,0.09072075,OBS_R
In Board Sensor Temperature,700,0.046371337,OBS_R
Out Board Sensor minus In Board Sensor Temp.,700,0.057416566,OBS_R
Heater Dutycycle,700,0.11514652,OBS_R
Search Coil Magnetometer's Temperature,700,0.10639651,OBS_R
Solar Array's Angle,700,0.021381322,OBS_R
High Gain Antenna Azimuth,700,0.06204707,OBS_R
High Gain Antenna Elevation,700,0.33283523,OBS_R
Radial Distance from Sun,710,0.08768701,OBS_R
Electronic Box Temperature,710,0.105396725,OBS_R
Out Board Sensor Temperature,710,0.052620705,OBS_R
In Board Sensor Temperature,710,0.030048532,OBS_R
Out Board Sensor minus In Board Sensor Temp.,710,0.050851505,OBS_R
Heater Dutycycle,710,0.08634129,OBS_R
Search Coil Magnetometer's Temperature,710,0.10529477,OBS_R
High Gain Antenna Azimuth,710,0.06854832,OBS_R
High Gain Antenna Elevation,710,0.3413965,OBS_R
Radial Distance from Sun,720,0.0805084,OBS_R
Electronic Box Temperature,720,0.11298615,OBS_R
Out Board Sensor Temperature,720,0.06999048,OBS_R
In Board Sensor Temperature,720,0.04477088,OBS_R
Heater Dutycycle,720,0.08235465,OBS_R
Search Coil Magnetometer's Temperature,720,0.10484558,OBS_R
Solar Array's Angle,720,0.018520689,OBS_R
High Gain Antenna Azimuth,720,0.073629364,OBS_R
High Gain Antenna Elevation,720,0.33689976,OBS_R
Radial Distance from Sun,730,0.0880737,OBS_R
Electronic Box Temperature,730,0.1045891,OBS_R
In Board Sensor Temperature,730,0.046298318,OBS_R
Out Board Sensor minus In Board Sensor Temp.,730,0.040296037,OBS_R
Heater Dutycycle,730,0.12972976,OBS_R
Search Coil Magnetometer's Temperature,730,0.10999949,OBS_R
Solar Array's Angle,730,0.02192888,OBS_R
High Gain Antenna Azimuth,730,0.054732345,OBS_R
High Gain Antenna Elevation,730,0.3239602,OBS_R
Radial Distance from Sun,740,0.095184036,OBS_R
Electronic Box Temperature,740,0.09387416,OBS_R
Out Board Sensor Temperature,740,0.075639986,OBS_R
In Board Sensor Temperature,740,0.04003796,OBS_R
Heater Dutycycle,740,0.109155245,OBS_R
Search Coil Magnetometer's Temperature,740,0.11141671,OBS_R
Solar Array's Angle,740,0.015169458,OBS_R
High Gain Antenna Azimuth,740,0.0616579,OBS_R
High Gain Antenna Elevation,740,0.31889603,OBS_R
Radial Distance from Sun,750,0.0900179,OBS_R
Electronic Box Temperature,750,0.109361805,OBS_R
In Board Sensor Temperature,750,0.043171946,OBS_R
Out Board Sensor minus In Board Sensor Temp.,750,0.055794626,OBS_R
Heater Dutycycle,750,0.11840754,OBS_R
Search Coil Magnetometer's Temperature,750,0.10891596,OBS_R
Solar Array's Angle,750,0.01294392,OBS_R
High Gain Antenna Azimuth,750,0.06188852,OBS_R
High Gain Antenna Elevation,750,0.32606214,OBS_R
Radial Distance from Sun,760,0.08139712,OBS_R
Electronic Box Temperature,760,0.100001484,OBS_R
In Board Sensor Temperature,760,0.040813003,OBS_R
Out Board Sensor minus In Board Sensor Temp.,760,0.048904397,OBS_R
Heater Dutycycle,760,0.12135833,OBS_R
Search Coil Magnetometer's Temperature,760,0.103624664,OBS_R
Solar Array's Angle,760,0.018611725,OBS_R
High Gain Antenna Azimuth,760,0.07879529,OBS_R
High Gain Antenna Elevation,760,0.3274669,OBS_R
Radial Distance from Sun,770,0.07989621,OBS_R
Electronic Box Temperature,770,0.099440955,OBS_R
In Board Sensor Temperature,770,0.03509179,OBS_R
Out Board Sensor minus In Board Sensor Temp.,770,0.053117648,OBS_R
Heater Dutycycle,770,0.1327525,OBS_R
Search Coil Magnetometer's Temperature,770,0.104710795,OBS_R
Solar Array's Angle,770,0.018098641,OBS_R
High Gain Antenna Azimuth,770,0.08430643,OBS_R
High Gain Antenna Elevation,770,0.32058734,OBS_R
Radial Distance from Sun,780,0.0789702,OBS_R
Electronic Box Temperature,780,0.08853962,OBS_R
In Board Sensor Temperature,780,0.038642995,OBS_R
Out Board Sensor minus In Board Sensor Temp.,780,0.061702237,OBS_R
Heater Dutycycle,780,0.11941057,OBS_R
Search Coil Magnetometer's Temperature,780,0.10009569,OBS_R
Solar Array's Angle,780,0.022460388,OBS_R
High Gain Antenna Azimuth,780,0.074382104,OBS_R
High Gain Antenna Elevation,780,0.33749747,OBS_R
Radial Distance from Sun,790,0.07802314,OBS_R
Electronic Box Temperature,790,0.0817025,OBS_R
Out Board Sensor Temperature,790,0.08233392,OBS_R
In Board Sensor Temperature,790,0.03582401,OBS_R
Heater Dutycycle,790,0.09543779,OBS_R
Search Coil Magnetometer's Temperature,790,0.09250943,OBS_R
Solar Array's Angle,790,0.021333452,OBS_R
High Gain Antenna Azimuth,790,0.094351575,OBS_R
High Gain Antenna Elevation,790,0.34391552,OBS_R
Radial Distance from Sun,800,0.08815481,OBS_R
Electronic Box Temperature,800,0.08533471,OBS_R
Out Board Sensor Temperature,800,0.08359882,OBS_R
In Board Sensor Temperature,800,0.038673125,OBS_R
Heater Dutycycle,800,0.0988653,OBS_R
Search Coil Magnetometer's Temperature,800,0.08379356,OBS_R
Solar Array's Angle,800,0.018106036,OBS_R
High Gain Antenna Azimuth,800,0.08778424,OBS_R
High Gain Antenna Elevation,800,0.3281516,OBS_R
Radial Distance from Sun,810,0.08610881,OBS_R
Electronic Box Temperature,810,0.089566246,OBS_R
Out Board Sensor Temperature,810,0.082487024,OBS_R
In Board Sensor Temperature,810,0.03112083,OBS_R
Heater Dutycycle,810,0.09362319,OBS_R
Search Coil Magnetometer's Temperature,810,0.099353835,OBS_R
Solar Array's Angle,810,0.020948114,OBS_R
High Gain Antenna Azimuth,810,0.0904948,OBS_R
High Gain Antenna Elevation,810,0.3352203,OBS_R
Radial Distance from Sun,820,0.08247856,OBS_R
Electronic Box Temperature,820,0.083063096,OBS_R
Out Board Sensor Temperature,820,0.07255561,OBS_R
In Board Sensor Temperature,820,0.03732696,OBS_R
Heater Dutycycle,820,0.10630465,OBS_R
Search Coil Magnetometer's Temperature,820,0.10089821,OBS_R
Solar Array's Angle,820,0.020236531,OBS_R
High Gain Antenna Azimuth,820,0.07964141,OBS_R
High Gain Antenna Elevation,820,0.34023374,OBS_R
Radial Distance from Sun,830,0.08723862,OBS_R
Electronic Box Temperature,830,0.08990394,OBS_R
Out Board Sensor Temperature,830,0.07944578,OBS_R
In Board Sensor Temperature,830,0.027178725,OBS_R
Heater Dutycycle,830,0.11261066,OBS_R
Search Coil Magnetometer's Temperature,830,0.102773584,OBS_R
Solar Array's Angle,830,0.013085875,OBS_R
High Gain Antenna Azimuth,830,0.086067654,OBS_R
High Gain Antenna Elevation,830,0.32331136,OBS_R
Radial Distance from Sun,840,0.093641385,OBS_R
Electronic Box Temperature,840,0.09140211,OBS_R
In Board Sensor Temperature,840,0.039537694,OBS_R
Out Board Sensor minus In Board Sensor Temp.,840,0.0485548,OBS_R
Heater Dutycycle,840,0.13119432,OBS_R
Search Coil Magnetometer's Temperature,840,0.10555124,OBS_R
Solar Array's Angle,840,0.01569276,OBS_R
High Gain Antenna Azimuth,840,0.067790486,OBS_R
High Gain Antenna Elevation,840,0.32996103,OBS_R
Radial Distance from Sun,850,0.09595041,OBS_R
Electronic Box Temperature,850,0.088034414,OBS_R
In Board Sensor Temperature,850,0.04167376,OBS_R
Out Board Sensor minus In Board Sensor Temp.,850,0.051275242,OBS_R
Heater Dutycycle,850,0.13838103,OBS_R
Search Coil Magnetometer's Temperature,850,0.105333164,OBS_R
Solar Array's Angle,850,0.016618084,OBS_R
High Gain Antenna Azimuth,850,0.0779689,OBS_R
High Gain Antenna Elevation,850,0.31058767,OBS_R
Radial Distance from Sun,860,0.08426391,OBS_R
Electronic Box Temperature,860,0.07645936,OBS_R
Out Board Sensor Temperature,860,0.06985011,OBS_R
Out Board Sensor minus In Board Sensor Temp.,860,0.05561147,OBS_R
Heater Dutycycle,860,0.09960316,OBS_R
Search Coil Magnetometer's Temperature,860,0.101214856,OBS_R
Solar Array's Angle,860,0.017196348,OBS_R
High Gain Antenna Azimuth,860,0.08975392,OBS_R
High Gain Antenna Elevation,860,0.31946534,OBS_R
Radial Distance from Sun,870,0.100373946,OBS_R
Electronic Box Temperature,870,0.093363665,OBS_R
Out Board Sensor Temperature,870,0.07744268,OBS_R
In Board Sensor Temperature,870,0.039155345,OBS_R
Heater Dutycycle,870,0.09750514,OBS_R
Search Coil Magnetometer's Temperature,870,0.10090507,OBS_R
Solar Array's Angle,870,0.018743489,OBS_R
High Gain Antenna Azimuth,870,0.07827246,OBS_R
High Gain Antenna Elevation,870,0.31608504,OBS_R
Radial Distance from Sun,880,0.08003111,OBS_R
Electronic Box Temperature,880,0.08253952,OBS_R
Out Board Sensor Temperature,880,0.06699073,OBS_R
Out Board Sensor minus In Board Sensor Temp.,880,0.05157255,OBS_R
Heater Dutycycle,880,0.10794659,OBS_R
Search Coil Magnetometer's Temperature,880,0.09676908,OBS_R
Solar Array's Angle,880,0.018858543,OBS_R
High Gain Antenna Azimuth,880,0.08714378,OBS_R
High Gain Antenna Elevation,880,0.3205177,OBS_R
Radial Distance from Sun,890,0.09339247,OBS_R
Electronic Box Temperature,890,0.09365954,OBS_R
Out Board Sensor Temperature,890,0.07201877,OBS_R
Out Board Sensor minus In Board Sensor Temp.,890,0.05107467,OBS_R
Heater Dutycycle,890,0.11723875,OBS_R
Search Coil Magnetometer's Temperature,890,0.09372278,OBS_R
Solar Array's Angle,890,0.015346892,OBS_R
High Gain Antenna Azimuth,890,0.080537096,OBS_R
High Gain Antenna Elevation,890,0.30225998,OBS_R
Radial Distance from Sun,10,0.0702836,OBS_T
Electronic Box Temperature,10,0.04725867,OBS_T
Out Board Sensor Temperature,10,0.09689413,OBS_T
In Board Sensor Temperature,10,0.054818537,OBS_T
Out Board Sensor minus In Board Sensor Temp.,10,0.062265094,OBS_T
Heater Dutycycle,10,0.3818404,OBS_T
Search Coil Magnetometer's Temperature,10,0.03591463,OBS_T
Solar Array's Angle,10,0.014167698,OBS_T
High Gain Antenna Azimuth,10,0.09358436,OBS_T
High Gain Antenna Elevation,10,0.14297283,OBS_T
Radial Distance from Sun,20,0.0702836,OBS_T
Electronic Box Temperature,20,0.04725867,OBS_T
Out Board Sensor Temperature,20,0.09689413,OBS_T
In Board Sensor Temperature,20,0.054818537,OBS_T
Out Board Sensor minus In Board Sensor Temp.,20,0.062265094,OBS_T
Heater Dutycycle,20,0.3818404,OBS_T
Search Coil Magnetometer's Temperature,20,0.03591463,OBS_T
Solar Array's Angle,20,0.014167698,OBS_T
High Gain Antenna Azimuth,20,0.09358436,OBS_T
High Gain Antenna Elevation,20,0.14297283,OBS_T
Radial Distance from Sun,30,0.07795651,OBS_T
Electronic Box Temperature,30,0.05070428,OBS_T
Out Board Sensor Temperature,30,0.086352736,OBS_T
In Board Sensor Temperature,30,0.037885323,OBS_T
Out Board Sensor minus In Board Sensor Temp.,30,0.047924794,OBS_T
Heater Dutycycle,30,0.4084595,OBS_T
Search Coil Magnetometer's Temperature,30,0.034031812,OBS_T
Solar Array's Angle,30,0.013407111,OBS_T
High Gain Antenna Azimuth,30,0.13019018,OBS_T
High Gain Antenna Elevation,30,0.113087736,OBS_T
Radial Distance from Sun,40,0.08410554,OBS_T
Electronic Box Temperature,40,0.04738822,OBS_T
Out Board Sensor Temperature,40,0.08679029,OBS_T
In Board Sensor Temperature,40,0.026784407,OBS_T
Out Board Sensor minus In Board Sensor Temp.,40,0.067664884,OBS_T
Heater Dutycycle,40,0.4167972,OBS_T
Search Coil Magnetometer's Temperature,40,0.022003196,OBS_T
Solar Array's Angle,40,0.013322958,OBS_T
High Gain Antenna Azimuth,40,0.12030525,OBS_T
High Gain Antenna Elevation,40,0.11483813,OBS_T
Radial Distance from Sun,50,0.08496837,OBS_T
Electronic Box Temperature,50,0.055711377,OBS_T
Out Board Sensor Temperature,50,0.07171823,OBS_T
In Board Sensor Temperature,50,0.021008797,OBS_T
Out Board Sensor minus In Board Sensor Temp.,50,0.072232194,OBS_T
Heater Dutycycle,50,0.4424946,OBS_T
Search Coil Magnetometer's Temperature,50,0.02930107,OBS_T
Solar Array's Angle,50,0.009050162,OBS_T
High Gain Antenna Azimuth,50,0.10059993,OBS_T
High Gain Antenna Elevation,50,0.11291529,OBS_T
Radial Distance from Sun,60,0.12265582,OBS_T
Electronic Box Temperature,60,0.054490913,OBS_T
Out Board Sensor Temperature,60,0.082745545,OBS_T
In Board Sensor Temperature,60,0.04721521,OBS_T
Out Board Sensor minus In Board Sensor Temp.,60,0.049980193,OBS_T
Heater Dutycycle,60,0.370385,OBS_T
Solar Array's Angle,60,0.009692509,OBS_T
High Gain Antenna Azimuth,60,0.11744543,OBS_T
High Gain Antenna Elevation,60,0.10824764,OBS_T
Radial Distance from Sun,70,0.09683907,OBS_T
Electronic Box Temperature,70,0.049747553,OBS_T
Out Board Sensor Temperature,70,0.057557993,OBS_T
Out Board Sensor minus In Board Sensor Temp.,70,0.08093934,OBS_T
Heater Dutycycle,70,0.39683244,OBS_T
Search Coil Magnetometer's Temperature,70,0.028097969,OBS_T
Solar Array's Angle,70,0.0145569,OBS_T
High Gain Antenna Azimuth,70,0.14028361,OBS_T
High Gain Antenna Elevation,70,0.09911173,OBS_T
Radial Distance from Sun,80,0.11229885,OBS_T
Electronic Box Temperature,80,0.0530109,OBS_T
Out Board Sensor Temperature,80,0.048148647,OBS_T
Out Board Sensor minus In Board Sensor Temp.,80,0.07453047,OBS_T
Heater Dutycycle,80,0.38053298,OBS_T
Search Coil Magnetometer's Temperature,80,0.02802801,OBS_T
Solar Array's Angle,80,0.013423571,OBS_T
High Gain Antenna Azimuth,80,0.13539419,OBS_T
High Gain Antenna Elevation,80,0.108134605,OBS_T
Radial Distance from Sun,90,0.11692529,OBS_T
Electronic Box Temperature,90,0.05662255,OBS_T
Out Board Sensor Temperature,90,0.06311603,OBS_T
Out Board Sensor minus In Board Sensor Temp.,90,0.06396471,OBS_T
Heater Dutycycle,90,0.36174017,OBS_T
Search Coil Magnetometer's Temperature,90,0.03693913,OBS_T
Solar Array's Angle,90,0.0155043285,OBS_T
High Gain Antenna Azimuth,90,0.14128654,OBS_T
High Gain Antenna Elevation,90,0.104314044,OBS_T
Radial Distance from Sun,100,0.108704716,OBS_T
Electronic Box Temperature,100,0.04365586,OBS_T
Out Board Sensor Temperature,100,0.061361104,OBS_T
Out Board Sensor minus In Board Sensor Temp.,100,0.07150271,OBS_T
Heater Dutycycle,100,0.37032378,OBS_T
Search Coil Magnetometer's Temperature,100,0.034731694,OBS_T
Solar Array's Angle,100,0.010358306,OBS_T
High Gain Antenna Azimuth,100,0.144669,OBS_T
High Gain Antenna Elevation,100,0.107251495,OBS_T
Radial Distance from Sun,110,0.09969606,OBS_T
Electronic Box Temperature,110,0.056921113,OBS_T
Out Board Sensor Temperature,110,0.06576927,OBS_T
In Board Sensor Temperature,110,0.060332447,OBS_T
Out Board Sensor minus In Board Sensor Temp.,110,0.084541,OBS_T
Heater Dutycycle,110,0.3198355,OBS_T
Solar Array's Angle,110,0.009608101,OBS_T
High Gain Antenna Azimuth,110,0.14804141,OBS_T
High Gain Antenna Elevation,110,0.11942353,OBS_T
Radial Distance from Sun,120,0.11538624,OBS_T
Electronic Box Temperature,120,0.056878876,OBS_T
Out Board Sensor Temperature,120,0.05595119,OBS_T
Out Board Sensor minus In Board Sensor Temp.,120,0.06123062,OBS_T
Heater Dutycycle,120,0.37764072,OBS_T
Search Coil Magnetometer's Temperature,120,0.02429424,OBS_T
Solar Array's Angle,120,0.0127248755,OBS_T
High Gain Antenna Azimuth,120,0.14800498,OBS_T
High Gain Antenna Elevation,120,0.10454549,OBS_T
Radial Distance from Sun,130,0.11014413,OBS_T
Electronic Box Temperature,130,0.062945165,OBS_T
Out Board Sensor Temperature,130,0.06105876,OBS_T
Out Board Sensor minus In Board Sensor Temp.,130,0.047182787,OBS_T
Heater Dutycycle,130,0.37018883,OBS_T
Search Coil Magnetometer's Temperature,130,0.024608862,OBS_T
Solar Array's Angle,130,0.009357845,OBS_T
High Gain Antenna Azimuth,130,0.15150209,OBS_T
High Gain Antenna Elevation,130,0.118511386,OBS_T
Radial Distance from Sun,140,0.1276213,OBS_T
Electronic Box Temperature,140,0.06046068,OBS_T
Out Board Sensor Temperature,140,0.053129356,OBS_T
Out Board Sensor minus In Board Sensor Temp.,140,0.07260249,OBS_T
Heater Dutycycle,140,0.35424507,OBS_T
Search Coil Magnetometer's Temperature,140,0.02410372,OBS_T
Solar Array's Angle,140,0.006867531,OBS_T
High Gain Antenna Azimuth,140,0.14650674,OBS_T
High Gain Antenna Elevation,140,0.102078766,OBS_T
Radial Distance from Sun,150,0.09776457,OBS_T
Electronic Box Temperature,150,0.051266946,OBS_T
Out Board Sensor Temperature,150,0.05578001,OBS_T
Out Board Sensor minus In Board Sensor Temp.,150,0.06276695,OBS_T
Heater Dutycycle,150,0.3626117,OBS_T
Search Coil Magnetometer's Temperature,150,0.042090204,OBS_T
Solar Array's Angle,150,0.0106855035,OBS_T
High Gain Antenna Azimuth,150,0.14751093,OBS_T
High Gain Antenna Elevation,150,0.12555818,OBS_T
Radial Distance from Sun,160,0.10754348,OBS_T
Electronic Box Temperature,160,0.058112934,OBS_T
Out Board Sensor Temperature,160,0.059436392,OBS_T
Out Board Sensor minus In Board Sensor Temp.,160,0.06186617,OBS_T
Heater Dutycycle,160,0.36766157,OBS_T
Search Coil Magnetometer's Temperature,160,0.03941429,OBS_T
Solar Array's Angle,160,0.012312662,OBS_T
High Gain Antenna Azimuth,160,0.14200395,OBS_T
High Gain Antenna Elevation,160,0.110727645,OBS_T
Radial Distance from Sun,170,0.10149244,OBS_T
Electronic Box Temperature,170,0.061454743,OBS_T
Out Board Sensor Temperature,170,0.05016427,OBS_T
Out Board Sensor minus In Board Sensor Temp.,170,0.05387318,OBS_T
Heater Dutycycle,170,0.380414,OBS_T
Search Coil Magnetometer's Temperature,170,0.026366765,OBS_T
Solar Array's Angle,170,0.021245511,OBS_T
High Gain Antenna Azimuth,170,0.14711817,OBS_T
High Gain Antenna Elevation,170,0.099708304,OBS_T
Radial Distance from Sun,180,0.1004059,OBS_T
Electronic Box Temperature,180,0.057154108,OBS_T
Out Board Sensor Temperature,180,0.065573774,OBS_T
